Year,Anime_Name,Rank,Score
2012,禁断の病棟 THE ANIMATION,6939,5.9
2013,绝对防卫利维坦,7298,5.8
2013,かがち様お慰め奉ります ～寝取られ村淫夜噺～ THE ANIMATION,6306,6.1
2010,吊带袜天使,231,8.0
2010,神偷奶爸,1855,7.2
2012,圣哥传 OAD,1605,7.2
2014,乐高大电影,1988,7.2
2010,名侦探柯南 十年后的陌生人,3202,6.8
2013,侠岚 若星篇,3541,6.5
2016,小门神,6115,5.8
2012,我是真希酱。,4246,6.6
2010,半妖少女绮丽谭,4682,6.5
2011,对某飞行员的追忆,2500,7.0
2011,红领巾侠,1901,7.2
2011,幻想嘉年华,645,7.6
2011,Ran→Sem～白濁デルモ妻のミイラ捕り～,4299,6.6
2011,奇思妙想喜羊羊,7498,5.5
2010,文学少女 翱翔于天空的天使的镇魂曲,4157,6.6
2015,欧西里斯的天秤,4061,6.5
2014,海洋之歌,706,7.6
2013,元气少女缘结神 OAD,2280,7.1
2010,茗记3 - 取舍,6107,6.0
2011,学园救援团,3022,6.9
2014,城镇青年,4305,6.5
2014,如果她的旗帜被折断了 OAD,7171,5.9
2014,新·圣黑木耳学园援交日记,8399,4.8
2015,御神乐学园组曲,6926,6.0
2013,噗哔啵 来自未来,4610,6.5
2011,森田同学很沉默 OVA,5563,6.3
2011,魔具少女！,8079,5.5
2011,肯普法 为了爱,6984,6.0
2012,航海王：路飞之章～手掌岛的冒险〜,3746,6.6
2014,日本国有铁道公安队,7460,5.9
2010,最后大魔王,7199,6.0
2011,麻衣的魔法和家庭日,6546,5.5
2015,我☆能行 蕾娜篇,8173,5.2
2013,十万个冷笑话 第二季,6911,6.0
2012,生膣ひゃくぱぁせんと！ 固結びのシンパ くぱぁ,8030,5.2
2010,但丁的地狱之旅：动画史诗,5363,6.0
2013,第一神拳 Rising,734,7.7
2013,竖笛与双肩书包 3☆,5803,6.3
2011,圣斗士星矢 THE LOST CANVAS 冥王神话 第2章,1250,7.4
2015,关于完全听不懂老公在说什么的事 第二季,2765,6.9
2012,乃木坂春香的秘密 Finale♪,6403,6.1
2015,听我的话！催眠女友～奴隶洗脑的中出生活！！～,7553,5.7
2016,伤物语Ⅰ铁血篇,301,7.9
2012,御宅英文！魔法少女小缎带,5371,6.3
2015,科学小飞侠Crowds insight,1509,7.3
2012,剧场版 魔法少女小圆 [后篇] 永远的物语,199,8.1
2015,魔法少女小圆 新作概念视频,1986,7.1
2013,天方魔谭MAGI 第二季,1743,7.2
2013,电影 光之美少女 All Stars New Stage2 心之朋友,3064,6.8
2011,T.P.樱,6015,6.1
2011,分身战士 ALTERATION TAO,3556,6.5
2011,夏目友人帐 叁,153,8.2
2012,Another 第0话,3141,6.9
2012,轮回的拉格朗日 第二季,4813,6.5
2013,京骚戏画,1285,7.4
2014,夜這いする七人の孕女,7890,5.3
2015,武想少女队 OVA,8559,4.3
2015,炎の孕ませもっと！発育っ！身体測定2 THE ANIMATION,7821,5.4
2010,模型战士高达模型制作家 起始G,6649,6.0
2014,修业魔女璐璐萌,4991,6.5
2012,足球骑士,5854,6.2
2014,我不受欢迎，怎么想都是你们的错！ OAD,3895,6.7
2013,魔鬼恋人,7790,5.7
2015,无论如何都想加入生肖,3626,6.6
2014,太空丹迪 第二季,124,8.2
2015,长门有希酱的消失,5026,6.5
2013,青春纪行,5265,6.5
2013,人鱼又上钩 OAD,4103,6.6
2014,口水三国,3434,6.7
2015,魔法少女奈叶ViVid,6298,6.2
2015,Concrete Revolutio 超人幻想,936,7.5
2015,黑白小姐 第三季,5800,6.3
2014,フルエルクチビル,5856,6.2
2014,某科学的超电磁炮S OVA,2881,6.9
2013,斩服少女,201,8.1
2014,神曲のグリモワール THE ANIMATION,6319,6.1
2012,无赖勇者的鬼畜美学,7515,5.9
2012,火影忍者 剧场版 忍者之路,2639,7.0
2014,里约大冒险2,5368,6.3
2011,放学后的昴星团 网络放送版,5053,6.4
2014,魁拔Ⅲ 战神崛起,2440,7.0
2015,苍蓝钢铁的琶音 DC,3182,6.8
2014,椎葉さんのウラの顔 with イモートリップ,6849,5.8
2012,颠倒的帕特玛 初始之日,2106,7.1
2012,机动战士高达SEED HD重制版,1123,7.4
2010,玩具总动员3,773,7.6
2014,信长协奏曲,1365,7.3
2015,教室☆危机,4611,6.6
2010,传说中勇者的传说,2542,7.0
2015,虫师 特别篇 铃之雫,129,8.2
2010,Newmanoid CAM～キャム＝キャスティン～,8009,4.8
2012,弒神者！～不顺从之神与弑神的魔王～,6975,6.1
2013,啦啦啦德玛西亚 第三季,6322,6.0
2012,巨乳幻想,4280,6.6
2012,少女与战车,617,7.6
2013,THE UNLIMITED 兵部京介,2678,6.9
2010,驯龙高手,1293,7.3
2016,守望先锋：最后的堡垒,1591,7.3
2013,龙 -RYO-,8299,5.2
2013,姬骑士奥丽维亚,7327,5.8
2016,同级生,927,7.5
2010,花丸幼稚园,1859,7.2
2012,天才麻将少女 阿知贺篇,1616,7.2
2010,爆漫王。,245,8.0
2014,懒蛋蛋,1993,7.2
2010,百合星人奈绪子 OAD,3279,6.8
2013,东京暗鸦,3548,6.8
2016,画江湖之不良人 第二季,6116,6.2
2011,希望宅邸？,4302,6.5
2014,喜羊羊与灰太狼之飞马奇遇记,8401,4.6
2015,聖ヤリマンシスターズ☆パコパコ日記 THE ANIMATION,8200,5.0
2012,蟑螂娘,8080,5.5
2015,十万个冷笑话 第三季,7562,5.7
2011,魔法小恶魔！,6016,5.8
2014,如果她的旗帜被折断了,7903,5.7
2015,螺旋溯行的黑暗世界,8569,4.5
2015,魔鬼恋人 第二季,7841,5.5
2010,果宝特攻,4737,6.5
2011,幻想万华镜 月于丛云花于风,1930,7.2
2011,侦探歌剧 少女福尔摩斯 夏季特别篇,2502,7.0
2011,零度战姬,7549,5.8
2010,眼镜女友,4186,6.5
2015,动画心疗系,4089,6.6
2014,鲁邦三世 次元大介的墓标,742,7.6
2013,八犬传-东方八犬异闻- 第二季,2286,7.1
2011,我们仍未知道那天所看见的花的名字。,655,7.6
2010,火影忍者疾风传 剧场版 鸣人、魔神与三个愿望,6131,6.1
2014,STRANGE+ 第二季,4378,6.5
2014,望实与君雄,7185,5.8
2013,妖精的尾巴 剧场版序章 开始的早晨,4632,6.4
2012,精灵旅社,3753,6.7
2011,X战警,5573,6.0
2011,Floating Material,6570,6.0
2015,小森同学拒绝不了！,6950,6.0
2011,異常痴態 実験奴隷,8104,4.9
2011,STAR☆jewel,6996,5.8
2013,死灵编码 世界操纵者,6915,5.6
2014,角色扮演乐园,7476,5.3
2010,ふくびき! トライアングル～美晴アフター～,5369,6.3
2010,姦淫特急 満潮,7204,5.3
2013,水泳編,5806,5.8
2011,兰戈,1262,7.4
2011,滑过河面的风,3072,6.9
2013,高达创战者,744,7.6
2015,可塑性记忆,2768,6.9
2012,地狱刑事,6429,6.0
2012,DEPTH OF FIELD ～ 爱与憎恨的剧场,5383,6.4
2016,灵能百分百,374,7.8
2015,元气少女缘结神 过去篇,1543,7.3
2015,死亡遊行,2021,7.1
2012,狼的孩子雨和雪,235,8.0
2013,Fate/kaleid liner 魔法少女☆伊莉雅,3086,6.9
2013,玉子市场,1753,7.2
2011,蜡笔小新 呼风唤雨黄金的间谍大作战,3629,6.7
2012,丹特丽安的书架 荆姬,3177,6.8
2012,薄樱鬼 黎明录,4845,6.5
2011,猎人,158,8.1
2013,科学小飞侠Crowds,1294,7.3
2014,夫妻成长日记,5937,5.9
2014,巨乳トライ！ -短期集中乳揉みレッスン-,6346,6.0
2010,圣徒会长光,6666,5.8
2014,女忍：堕落的公主,4995,6.2
2014,马达加斯加的企鹅,3914,6.7
2012,ToHeart2 迷宫旅行者,5889,6.2
2015,小黄人大眼萌,3656,6.7
2013,伽利略少女,7801,5.7
2014,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,3438,6.8
2015,精灵旅社2,5032,6.4
2013,寒蝉鸣泣之时 扩,4112,6.7
2014,排球少年,152,8.2
2013,平成警察,5277,6.2
2015,进击！巨人中学校,5808,6.3
2015,摇曳百合 夏日时光！,944,7.5
2014,牙狼 炎之刻印,2950,6.9
2015,K 诸王归来,6309,6.2
2014,人生,6860,6.1
2013,悠哉日常大王,230,8.0
2011,薄樱鬼 雪华录,5070,6.4
2012,绝对纯白 魔法少女,7608,5.7
2014,攻壳机动队ARISE border:3 Ghost Tears,5374,6.4
2014,没有宇宙我们无法生存,2441,7.0
2012,一起一起这里那里,2647,7.0
2015,航海王：萨波特别篇 〜3兄弟的羁绊 奇迹的再会和被继承的意志〜,3228,6.8
2012,给桃子的信,2159,7.1
2012,第七届东方M-1漫才大赛,1129,7.5
2010,11eyes OVA,8031,5.5
2012,龙珠 巴达克之章,4327,6.6
2013,猪猪侠之幸福救援队,7379,5.4
2015,战国无双,8221,5.1
2015,至高指令 OAD,8590,4.8
2011,.hack//量子,1945,7.2
2010,机动战士高达UC,774,7.6
2014,哆啦A梦：伴我同行,1420,7.3
2015,长门有希酱的消失 OAD,4621,6.5
2013,傲娇女仆是工口妹,6367,6.1
2015,银魂°,148,8.2
2012,只要你说你爱我,6976,6.0
2012,鲁邦三世 -名为峰不二子的女人-,674,7.6
2010,玉响,1302,7.3
2013,小魔女姐妹悠悠与妮妮,2691,6.9
2016,为美好的世界献上祝福！ OAD,1618,7.2
2013,天使的水果糖,8310,5.3
2010,破刃之剑 第一章 觉醒之刻,2552,7.0
2016,魔法使光之美少女！,938,7.5
2014,东京残响,2003,7.1
2010,更多 出包王女,1883,7.2
2010,小马宝莉：友谊就是魔法 第一季,253,8.0
2010,怪物猎人日记 岌岌可危的猫猫村 ☆猫猫千钧一发☆,3326,6.7
2014,赛尔号大电影4：圣魔之战,8402,3.9
2016,情热传说 the X,6125,6.3
2012,ぜったい遵守☆強制子作り許可証!!,8087,5.4
2011,森田同学很沉默 2,4339,6.6
2011,迷糊软网社,6048,6.2
2015,绯弹的亚里亚AA,7588,5.8
2013,侠岚 鸣风篇,3605,6.5
2010,怪盗丽奈,4790,6.2
2014,おっぱインフィニティ∞! THE ANIMATION,7944,5.3
2012,邻座的怪同学,1645,7.2
2015,ボクの弥生さん,7845,5.4
2011,我的女神 OAD,2509,7.0
2011,数码宝贝合体战争～穿越时空的少年猎人们～,7566,5.7
2010,皮卡丘的不可思议大冒险,4204,6.2
2015,黑子的篮球 第三季,4122,6.7
2014,南方公园 第18季,746,7.7
2010,玩伴猫耳娘,6184,6.2
2013,人鱼又上钩,2360,7.0
2013,机动战士高达SEED DESTINY HD重制版,4653,6.6
2011,超兽武装之勇者无惧,690,7.6
2014,圣诞老人公司,7214,5.0
2014,纳米核心,4436,6.6
2011,斗龙战士,6599,5.7
2011,一大早就沉甸甸的牛奶壶,8135,5.2
2011,懲罰指導（おしおき）～学園令嬢更性計画～,7012,5.7
2014,夏恋战机,7507,4.7
2010,鹡鸰女神～Pure Engagement～,5396,6.4
2010,乙女蹂躙遊戯～Maiden Infringement Play～,7210,5.7
2014,热血人面犬,5938,5.6
2014,黑白小姐 OVA 足球篇,6351,6.1
2012,织田信奈的野望,3775,6.7
2011,恋爱☆迁都,5614,6.1
2015,魔鬼恋人 OAD,7000,5.5
2013,Wanna. ～SpartanSex Spermax!!!～,6924,5.9
2011,超兽武装之仁者无敌,1263,7.3
2013,鬼父 Rebuild,5869,6.3
2011,美妙旋律 极光之梦,3085,6.8
2012,公立海老栖川高校天闷部,6443,6.2
2013,某科学的超电磁炮S,806,7.5
2012,喜欢着、喜欢着、喜欢着,5384,6.3
2016,JOJO的奇妙冒险 不灭钻石,376,7.8
2015,Fate/kaleid liner 魔法少女☆伊莉雅 2wei OAD,2785,6.9
2015,排球少年剧场版 胜者与败者,1597,7.3
2012,夏目友人帐 肆,241,8.0
2015,百日红,2033,7.1
2011,冰河世纪：猛犸象的圣诞,3636,6.6
2012,妖精的尾巴 记忆里的日子,3205,6.8
2012,战姬绝唱SYMPHOGEAR,4851,6.5
2013,王者天下 第二季,1764,7.2
2013,摔跤的罗密欧与朱丽叶,3090,6.9
2013,南家三姐妹 夏日假期,1298,7.3
2011,Fate/Zero,169,8.1
2010,レイZERO,6670,5.7
2014,正义联盟：战争,5016,6.3
2014,生存游戏社,3470,6.8
2012,ピスはめ！,7611,5.5
2014,"Wake Up, Girls! 七人的偶像",2443,7.0
2013,婚前忧郁症「明明有未婚夫，为什么会变成这种男人的……」,6374,6.1
2012,法外制裁者,8130,5.5
2014,マドンナ ～完熟ボディCollection～,7949,5.1
2014,茶啊二中,3927,6.5
2012,AKB0048,5946,6.3
2015,头文字D Legend2 -斗走-,3659,6.7
2013,IS2 OVA 一夏的回忆,7809,5.7
2015,小桃小栗 Love Love物语,5061,6.4
2013,连我小镇,4139,6.4
2013,相思相爱笔记本,5283,6.3
2015,闪乱神乐 ESTIVAL VERSUS -泳装满载的前夜祭-,5810,6.1
2014,中二病也要谈恋爱！恋,2952,6.9
2015,美妙天堂 第二期,994,7.6
2014,日本动画（人）博览会,185,8.1
2015,重装武器,6312,6.2
2014,樱花树下的时间胶囊,6893,5.4
2011,JJ萌艺社,5109,6.4
2015,兔宝的悲惨日常 梦幻篇,3240,6.8
2014,红领巾与王小明,5400,6.2
2012,堀桑与宫村君,2658,7.0
2012,间之楔,2179,7.1
2010,晶码战士,8081,5.0
2012,轮回的拉格朗日 鸭川日常,4379,6.5
2012,心灵链环,1139,7.4
2015,小小肚皮,8591,4.6
2013,声优战队,7380,5.6
2013,向阳素描 沙英・寻 毕业篇,284,8.0
2015,姚色牛奶,8226,4.8
2011,未来都市NO.6,1951,7.2
2015,境界的轮回,4631,6.5
2014,昆虫总动员,1468,7.4
2010,探险活宝 第二季,781,7.7
2012,First Love,7049,5.8
2015,一拳超人,205,8.0
2012,剑风传奇 黄金时代篇I 霸王之卵,675,7.6
2016,无头骑士异闻录×2 结,1638,7.2
2013,名侦探柯南 绝海的侦探,8318,5.4
2010,黑塔利亚 第4期,1336,7.3
2013,新蔷薇少女,2743,6.9
2010,飞轮少年 黑翼与沉睡森林 -Break on the sky-,2568,7.0
2010,无头骑士异闻录,287,7.9
2014,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,2005,7.1
2010,天元突破 Parallel Works 2,1890,7.2
2010,战国BASARA 贰,3343,6.8
2016,宇宙巡警露露子,952,7.5
2014,洞穴深处的隐秘场所,8404,4.6
2016,黑子的篮球 Winter Cup总集篇 ～大门的另一边～,6132,5.9
2011,最终流放-银翼的飞梦-,4342,6.6
2013,锁锁美同学@提不起劲,3610,6.8
2011,Sacred Seven,6049,6.3
2015,机器人妈妈,7847,5.2
2015,绝命制裁X,7594,5.7
2010,精灵宝可梦 超级愿望,4809,6.5
2012,强袭魔女 剧场版,1662,7.2
2011,ERO game！H和游戏性开发三味,2510,7.0
2011,Vampire,7584,5.2
2011,吸尻鬼,8155,5.3
2011,喜羊羊与灰太狼之兔年顶呱呱,7022,5.9
2010,姦染2 淫罪都市,7235,5.7
2013,凌成敗！～学園美少女制裁秘録～,6936,5.9
2013,女皇之刃 女王败北,5924,6.2
2012,少女×少女×少女 THE ANIMATION,5388,6.4
2010,变态生理研究班 OAD,4215,6.6
2014,红白黑黄 第二季,777,7.6
2010,おっぱいの王者48 何も考えず目の前のおっぱい全部しゃぶれ！,6193,6.1
2013,战姬绝唱SYMPHOGEAR G,2423,7.0
2011,迷糊餐厅 第二季,691,7.6
2011,剧场版 精灵宝可梦 超级愿望 比克提尼与黑英雄 捷克罗姆,6614,6.1
2013,萌萌侵略者,4672,6.6
2014,记忆沉睡的孩子 奔向天空的摇篮,7215,5.1
2014,熊出没之春日对对碰,5957,5.8
2014,天体的秩序,4473,6.6
2014,IS2 OVA 世界清洗篇,7508,5.8
2015,勇者大冒险,4129,6.6
2014,おしゃぶりアナウンサー,6354,6.0
2010,潜行吧！奈亚动画,5412,6.4
2011,我们没有翅膀 OVA,5620,6.3
2012,侠岚 云见篇,3776,6.5
2015,比基尼勇士,7106,6.0
2011,GOSICK,1277,7.3
2011,A频道,3096,6.9
2010,圣痕炼金士OAD 女帝的肖像,6698,6.0
2012,黑暗之蓝,7658,5.7
2013,漫研部,6400,6.1
2014,えろまめ,7975,5.0
2013,Fate/Zero cafe,5303,6.3
2015,私が虜になって犯る,8594,4.3
2015,我被绑架到贵族女校当「庶民样本」,8235,5.5
2012,加素世界,6476,6.0
2016,马男波杰克3,377,7.9
2015,苍蓝钢铁的琶音 Cadenza,1602,7.3
2015,网球并不可笑嘛 5期,2788,6.9
2011,这个是僵尸吗？ OAD,3643,6.7
2015,星蝶公主 第一季,2064,7.1
2012,心理测量者,281,7.9
2012,滑头鬼之孙 零·泪·雪,3232,6.8
2013,恶魔阿萨谢尔在召唤你Z,840,7.5
2013,圣哥传,1770,7.2
2013,归宅部活动记录,3103,6.8
2012,最强会长黑神 Abnormal,4865,6.5
2013,只有神知道的世界 女神篇,1312,7.3
2014,世界征服～谋略之星～,5052,6.5
2014,侠岚 凌霜篇,3478,6.5
2014,终极蜘蛛侠 第三季：蛛网勇士,2447,6.9
2014,监督不行届,3942,6.7
2012,赛尔号大电影2：雷伊与迈尔斯,8139,4.5
2015,弱酸性百万亚瑟王,3681,6.6
2012,星船伞兵：入侵,5997,5.8
2013,不良にハメられて受精する巨乳お母さん THE ANIMATION,7826,5.5
2015,黑白无双,5065,6.3
2011,爆漫王。2,175,8.1
2013,你好七叶 第二季,4219,6.5
2015,狼少女与黑王子 OAD,5824,6.1
2014,航海王：跨越艾斯之死！路飞与伙伴的誓约,2983,6.9
2015,咱们裸熊,1002,7.5
2014,噬魂师NOT！,6906,6.0
2011,夜勤病棟ヒロインシリーズ 七瀬恋・風間愛・八神優 オマ○コクライマックス,5115,6.4
2015,人造人009VS恶魔人,6362,5.6
2014,JOJO的奇妙冒险 星尘斗士,206,8.0
2015,冰雪奇缘：生日惊喜,3245,6.8
2014,秦时明月之君临天下,5460,6.4
2010,星座彼氏,8109,5.5
2012,Another,2688,7.0
2012,战斗王之飓风战魂,4403,6.4
2012,恋系纪念日,2253,7.1
2012,侦探歌剧 少女福尔摩斯 第二幕,1141,7.4
2013,小林可爱到爆,7381,5.5
2013,银之匙 Silver Spoon,288,7.9
2015,Exodus!,4643,6.6
2010,天使的心跳！,788,7.5
2014,迷你偶像 2期,1469,7.3
2011,刺客信条：余烬,1971,7.2
2012,クリムゾンガールズ ～痴漢支配～,7068,5.8
2014,星刻的龙骑士,8434,5.3
2011,破刃之剑 第五章 死线之涯,2520,7.0
2011,战国乙女～桃色Paradox～,7591,5.7
2010,指先案内人 汁だく接待 おかわり三杯目,7256,5.5
2011,放課後にゃんにゃん,8158,5.0
2013,宫河家的空腹,6943,6.0
2012,兔宝的悲惨日常,5421,6.4
2010,迷途猫OVER RUN,6196,6.3
2012,偶像活动 第一年,750,7.6
2015,悠哉日常大王 Repeat,217,8.0
2013,猎人剧场版：绯色幻影,8397,5.2
2016,侦探歌剧 少女福尔摩斯 ～逆袭的少女福尔摩斯～,1696,7.2
2010,视线之外,1359,7.4
2013,网球并不可笑嘛 2期,2745,6.9
2014,宇宙战舰大和号2199 追忆的航海,2012,7.2
2010,仇恨之路,2583,6.9
2010,蜡笔小新 超时空！呼风唤雨的我的新娘,1917,7.2
2010,弹珠传说,3364,6.8
2016,黑色残骸,6137,6.3
2016,凸变英雄,976,7.5
2010,红线,296,7.9
2015,对魔忍阿莎姬2,7860,5.4
2011,这个男子，在与外星人作战,4409,6.5
2013,我的朋友很少NEXT,3662,6.7
2011,HIGH SCORE,6052,6.1
2015,喜羊羊与灰太狼之原始世界历险记,7596,4.9
2010,名侦探柯南 怪盗基德孤岛决战,4853,6.5
2012,京骚戏画,1701,7.2
2011,Copihan,7024,5.6
2010,ToHeart2 adnext,4220,6.6
2013,偷·窥·的·小·洞,5942,6.3
2014,摸索吧！部活剧 再来一个,796,7.6
2014,大家集合！Falcom学园,6366,6.2
2012,喜羊羊与灰太狼之开心日记,7702,4.8
2014,早安恋味糕点店,7986,5.3
2015,雨色可可,8609,4.7
2013,核爆默示录,7831,5.7
2011,纯白交响曲,5129,6.5
2013,怪兽大学,2435,7.0
2011,剧场版 精灵宝可梦 超级愿望 比克提尼与白英雄 莱希拉姆,6616,6.0
2011,哆啦A梦：新·大雄与铁人兵团,709,7.6
2014,Free Friend ～制服堕天使的课外授业～,7219,5.8
2014,巨乳家族催眠,5964,6.2
2013,神不在的星期天,4679,6.6
2014,戏剧性谋杀,7516,5.8
2015,恶魔高校 D×D BorN,4152,6.7
2014,偶像活动 第三年,4504,6.4
2010,薄樱鬼 碧血录,5451,6.4
2011,C3 -魔方少女-,5622,6.4
2012,猫神八百万OVA,3807,6.7
2015,绝命制裁X OAD,7136,5.7
2011,女神异闻录4,1326,7.3
2013,天降美食2,5311,6.2
2010,鬼父2,6760,6.1
2011,小熊维尼,3104,6.8
2013,独眼巨人少女斎枫～,6414,6.1
2015,黑之教室,8244,5.1
2012,罪亭冠云 罪恶王冠 四格剧场,6500,5.8
2016,我的三体 罗辑传,401,7.8
2015,无头骑士异闻录×2 转,1606,7.2
2015,赤发白雪姬,2797,6.9
2015,元气少女缘结神◎,2109,7.1
2011,猫神八百万,3676,6.7
2012,鲁邦三世 东方见闻录～Another Page～,3236,6.7
2013,来自风平浪静的明天,844,7.5
2012,剧场版 魔法少女小圆 [前篇] 起始的物语,283,7.9
2013,一发失误!!S ～新的情敌～,3121,6.8
2013,夜樱四重奏 花之歌,1772,7.2
2013,冰菓 应该持有之物,1320,7.3
2012,侦探歌剧 少女福尔摩斯 Alternative TWO,4869,6.4
2014,学园怪物！～狼男少女不会屈服～,5091,6.0
2014,普通女高中生要做当地偶像,3489,6.8
2014,猫和老鼠2014 第一季,2466,7.0
2014,漫画家和助手 OVA,3945,6.7
2012,是魔法使的话就吃味噌！,8199,5.1
2012,被狙击的学园,6017,6.3
2015,落第骑士英雄谭,5073,6.5
2013,暗芝居,4223,6.6
2015,Doamaiger D,5886,5.7
2014,银仙,2986,6.9
2015,Fate/stay night [Unlimited Blade Works] 第二季,1015,7.4
2015,黑街匪徒,3698,6.7
2011,攻壳机动队 S.A.C. SSS 3D,197,8.1
2014,一骑当千 Extravaganza Epoch,6934,5.9
2015,怪物弹珠,6375,5.6
2012,侵略！！乌贼娘 OAD,2255,7.1
2012,秘书课秘蜜情事,7095,5.7
2010,哥拉尔骑士团,7259,5.5
2011,机动战士高达AGE,8164,5.5
2010,枪神 Badlands Rumble,1362,7.3
2015,机器人少女Z+,3257,6.8
2014,银之匙 Silver Spoon 第二季,242,8.0
2014,山贼的女儿罗妮娅,5501,6.1
2010,Hinaco性爱训练,8142,4.5
2012,纸箱战机W,4414,6.3
2012,闪电十一人GO 时空之石,2692,6.9
2013,KY系JC小空气,7389,5.2
2012,再见绝望先生 Blu-ray BOX化纪念话,1151,7.4
2013,宇宙战舰大和号2199,290,7.9
2015,疯狂外星人,4667,6.3
2011,最游记外传,2006,7.1
2014,剧场版 TIGER & BUNNY -The Rising-,1498,7.3
2011,纪念日快乐,2535,6.9
2010,借东西的小人阿丽埃蒂,805,7.6
2014,M3～黑色之钢～,8458,5.2
2011,武装中学生,7602,5.6
2012,Blossom,5431,6.2
2013,少女骑士物语,6965,6.0
2010,HEROMAN,6235,6.1
2013,猎人剧场版：最终任务,8416,5.1
2015,机动战士高达 THE ORIGIN,233,8.0
2016,魔法使的新娘 等待繁星之人,1699,7.2
2013,幻想的我,2760,6.9
2014,妖怪手表,2014,7.1
2010,古城荆棘王,2607,7.0
2010,我的妹妹哪有这么可爱！,2008,7.1
